	P_C2R02	P_bablabjr011	P_donghaensis_HJ51	P_lipolytica_CSB02KR	P_lipolytica_LMEB39	P_N12309	P_CO133X	P_CO302Y	P_OFAV1	P_Ps84H4	P_MEBiC03607	P_APAL1	P_bablabjr004	P_SCSIO43101	P_FE4	P_M1318928	P_Hal040	P_gelatinilytica_NH153	P_porphyrae_MNAD16	P_PA2MD11	P_BZK2	P_MB47	P_bablabjr010	P_Cn537	P_ACER1	P_PAST1	P_SDCH90	P_303	P_shioyasakiensis_BMC4	P_B7P1	P_BZA4	P_shioyasakiensis_28	P_shioyasakiensis_BMC2	P_shioyasakiensis_BMC3	P_shioyasakiensis_BMC5	P_2102	P_2103	P_802	P_D15MCD2	P_shioyasakiensis_M1400201	P_126	P_P18	P_shioyasakiensis_LC2	P_SCSIO43088	P_shioyasakiensis_G21653S1	P_CnMc737	P_CO109Y	P_neustronica_PAMC28425	P_ostereae_hOe125	P_ostereae_hOe124	P_ostereae_hOe66	P_SG415	P_SG436	P_SR456	P_SG418	P_SR416	P_SG437	P_SR445	P_SG412	P_SG441	P_rhizosphaerae_hCg42	P_SR414	P_neustronica_SM1927	P_SG411	P_SR448	P_SG448	P_SG4417	P_SR418	P_2CM36K	P_tetradonis_CSB01KR	P_kknpp56	P_SCSIO	P_SCSIO11900	P_S3173	P_SiA1	P_S3260	P_SK20	P_SK18	P_Scap03	P_scap25	P_scap26	P_undina_NEM01	P_undina_NEM02	P_1161b	P_undina_DSM6065	P_2CM32C	P_ECSMB14103	P_APM04	P_DSM	P_17a	P_1131a	P_125	P_1CM17D	P_agarivorans_DSM14585	P_130	P_P111	P_2CM37A	P_2CM41L	P_agarivorans_S816	P_agarivorans_NW4327	P_S2893	P_espejiana_DSM9414	P_NBRC102222	P_NBRC12985	P_S3178	P_translucida_KMM520	P_KMM661	P_SG445	P_SR454	P_aliena_SW19	P_aliena_EH1	P_SG416	P_SG444	P_SG455	P_fuliginea_KMM216	P_fuliginea_S2292	P_AC163	P_TB25	P_distincta_22A13	P_distincta_KMM3548	P_distincta_16SW7	P_distincta_ATCC700518	P_distincta_LMG14908	P_SG453	P_SG456	P_SG431	P_SG452	P_SG433	P_SR417	P_SG435	P_SG434	P_SR435	P_SR433	P_SR451	P_SR411	P_SG451	P_SR455	P_SR442	P_EKP108	P_SR432	P_SR437	P_SR415	P_SG438	P_SR436	P_arctica_NECBIFX0059	P_EB27	P_arctica_A3712	P_arctica_NECBIFX2020001	P_arctica_NECBIFX2020017	P_tunicata_D2	P_xiamenensis_PSDB	P_spongiae_SAO44	P_spongiae_UST010723006	P_MMG024	P_P19	P_G4	P_piratica_OCN003	P_CO325X	P_SW010604	P_MM172	P_ruthenica_S2756	P_ruthenica_LMG19699	P_ruthenica_S3245	P_CnMc713	P_CnMc715	P_CNC920	P_CNAT218	P_CNAT2181	P_CNAT241	P_aurantia_208	P_citrea_DSM8771	P_citrea_S2231	P_citrea_S2233	P_aurantia_S3790	P_aurantia_S3788	P_aurantia_S3895	P_A25	P_amylolytica_JW1	P_JW3	P_phenolica_S3898	P_phenolica_S1093	P_phenolica_S1189	P_phenolica_KCTC12086	P_phenolica_OBC302	P_BZB3	P_phenolica_S3663	P_SMS1	P_B95	P_P94	P_luteoviolacea_2ta16	P_Of7M16	P_McH142	P_PPB1	P_rubra_DSM6842	P_R96	P_rubra_SCSIO_6842	P_XMcav2N	P_XMcav2N2	P_OOF1S7	P_DL2H22	P_rubra_S2471	P_rubra_S1946	P_viridis_BBR56	P_UG31	P_UG32	P_peptidolytica_F1250A1	P_peptidolytica_DSM14001	P_peptidolytica_NBRC101021	P_McH17	P_SCSIO43201	P_galatheae_S4498	P_M1400202	P_OANN1	P_flavipulchra_S1925	P_NJ631	P_A22	P_flavipulchra_SCSIO43202	P_flavipulchra_NCIMB2033	P_flavipulchra_ATCCBAA314	P_flavipulchra_LMG20361	P_CO342X	P_maricaloris_LMG19692	P_BMB	P_CO348	P_OF7H1	P_HMSA03	P_JC28	P_M8	P_XMcav11Q	P_JC3	P_JC31	P_Of11M6	P_DL2H6	P_DL2H1	P_OF5H5	P_Of5H6
P_shioyasakiensis_BMC5	0.772986	0.841769	0.843805	0.837368	0.839609	0.872698	0.87116	0.871179	0.899439	0.900074	0.899362	0.899954	0.898793	0.914501	0.914174	0.915313	0.936964	0.938458	0.935505	0.938474	0.939592	0.93937	0.939025	0.938875	0.938241	0.9384	0.956648	0.973934	0.973222	0.975956	0.975767	0.981868	0.999951	0.999991	1	0.999749	0.999779	0.999835	0.96639	0.965029	0.965269	0.965247	0.966161	0.969508	0.971171	0.970518	0.972426	0.797598	0.796117	0.797001	0.796749	0.805034	0.796795	0.796128	0.796222	0.795971	0.799663	0.797013	0.796588	0.796089	0.801428	0.796926	0.800242	0.801583	0.796609	0.79675	0.796778	0.796437	0.798082	0.797288	0.798999	0.798015	0.79813	0.800084	0.802004	0.799039	0.798231	0.798988	0.797638	0.797351	0.797594	0.79569	0.795872	0.796533	0.796213	0.796802	0.797435	0.79897	0.800182	0.795113	0.796392	0.796578	0.797043	0.799239	0.797602	0.798767	0.796877	0.798082	0.800358	0.798434	0.796656	0.799118	0.798849	0.795608	0.797576	0.796143	0.796233	0.794496	0.793738	0.792608	0.792083	0.793862	0.792961	0.793656	0.794116	0.794695	0.800218	0.800923	0.795357	0.796928	0.797276	0.796473	0.796015	0.799528	0.798933	0.796028	0.795976	0.800685	0.796741	0.795768	0.79577	0.796574	0.796264	0.796015	0.796762	0.796475	0.796716	0.796406	0.795876	0.794859	0.796614	0.795615	0.795826	0.795297	0.796569	0.796938	0.796572	0.79536	0.794962	0.780977	0.782268	0.786505	0.780878	0.782314	0.77982	0.78293	0.784098	0.780682	0.788671	0.77992	0.78263	0.783375	0.793619	0.780712	0.780603	0.798625	0.79721	0.796312	0.796605	0.783901	0.783904	0.782572	0.782385	0.781607	0.78266	0.782475	0.786952	0.787182	0.787774	0.784659	0.784716	0.785771	0.786189	0.786618	0.787197	0.790857	0.785458	0.787403	0.782227	0.780814	0.781488	0.781645	0.782703	0.782757	0.779662	0.783835	0.781537	0.782082	0.781136	0.784649	0.783436	0.799188	0.784948	0.786003	0.786523	0.784739	0.783119	0.783654	0.782207	0.783221	0.789111	0.784146	0.784122	0.782775	0.782054	0.785427	0.785815	0.784051	0.783554	0.784497	0.784021	0.789802	0.782889	0.783952	0.784501	0.785108	0.786662	0.786879	0.786094	0.785216	0.786155	0.784896	0.793409	0.795827	0.79508	0.794977
P_2102	0.773581	0.84049	0.843199	0.835924	0.83806	0.872126	0.870721	0.870807	0.898867	0.900728	0.899116	0.900033	0.898845	0.91428	0.914332	0.915886	0.936235	0.938162	0.934882	0.937701	0.938935	0.938573	0.938675	0.938667	0.938234	0.938036	0.956382	0.974048	0.97402	0.975349	0.975597	0.981232	0.999824	0.999822	0.999942	1	0.999952	0.999964	0.966235	0.965231	0.965542	0.965561	0.966432	0.968737	0.972323	0.970856	0.972107	0.79746	0.795803	0.795292	0.795492	0.804183	0.794881	0.796485	0.795994	0.796552	0.79897	0.796703	0.795893	0.795478	0.801286	0.796298	0.799725	0.800555	0.795012	0.796094	0.795173	0.795288	0.79734	0.796039	0.796119	0.795926	0.796554	0.800098	0.801031	0.798195	0.796672	0.797607	0.795755	0.796231	0.796474	0.794587	0.794576	0.796008	0.795271	0.795389	0.796906	0.799562	0.79679	0.795205	0.797266	0.797896	0.797192	0.798415	0.797068	0.798248	0.796895	0.797746	0.800665	0.796915	0.7972	0.798596	0.797985	0.796591	0.797398	0.79563	0.795275	0.794101	0.793245	0.792476	0.792052	0.793237	0.792459	0.792827	0.793402	0.794338	0.799022	0.799593	0.794455	0.795769	0.796159	0.795531	0.795078	0.798651	0.798078	0.795856	0.79574	0.799328	0.795841	0.795923	0.795617	0.795579	0.795775	0.796931	0.795054	0.796436	0.794836	0.796432	0.795379	0.795724	0.796302	0.794913	0.794942	0.796107	0.795061	0.796177	0.795244	0.794969	0.793731	0.780812	0.784287	0.786823	0.781737	0.782612	0.78247	0.781772	0.785358	0.781669	0.789798	0.780952	0.785704	0.783697	0.793191	0.783028	0.78081	0.800909	0.797411	0.796403	0.797208	0.784173	0.786599	0.783154	0.783739	0.783391	0.783662	0.782855	0.785457	0.785553	0.78627	0.784952	0.785156	0.785937	0.787152	0.787876	0.786758	0.789654	0.783532	0.785535	0.782866	0.781304	0.782266	0.780899	0.780251	0.783022	0.779107	0.784511	0.781188	0.781077	0.778857	0.782201	0.781053	0.797975	0.782484	0.783193	0.782069	0.78624	0.784794	0.785037	0.784521	0.784361	0.788857	0.782904	0.782317	0.783271	0.780806	0.784505	0.784252	0.784315	0.783602	0.784129	0.784769	0.790814	0.782863	0.783577	0.782817	0.78323	0.78466	0.784905	0.78389	0.78286	0.784271	0.784059	0.791019	0.793923	0.792782	0.793112
P_2103	0.774237	0.84124	0.844041	0.836915	0.83893	0.872951	0.870897	0.870771	0.898708	0.900547	0.899137	0.899937	0.898677	0.914908	0.914703	0.916042	0.936249	0.93865	0.935461	0.93855	0.939845	0.938248	0.938846	0.939084	0.938681	0.93837	0.956753	0.973915	0.973657	0.97621	0.975741	0.982129	0.999821	0.999838	0.999912	0.99989	1	0.999967	0.966605	0.965514	0.965853	0.965771	0.965904	0.968461	0.972341	0.97188	0.972425	0.798043	0.795414	0.796242	0.795878	0.803503	0.795522	0.795733	0.795572	0.796188	0.79852	0.796587	0.795375	0.795924	0.800651	0.795959	0.799745	0.799897	0.794929	0.794959	0.796039	0.795214	0.798127	0.796617	0.797528	0.797099	0.798226	0.798981	0.801162	0.798279	0.796714	0.797903	0.794045	0.794768	0.795367	0.79502	0.794969	0.796073	0.796159	0.795198	0.796788	0.799119	0.798013	0.795105	0.796026	0.796099	0.797011	0.798887	0.796838	0.797953	0.796954	0.797415	0.799535	0.796967	0.798056	0.798737	0.797951	0.795844	0.797096	0.79488	0.796188	0.793875	0.794199	0.792611	0.792177	0.793297	0.792686	0.793086	0.793698	0.794399	0.799298	0.799126	0.795129	0.795939	0.796893	0.796681	0.795473	0.798592	0.798503	0.795533	0.795235	0.799589	0.795542	0.795171	0.795138	0.79552	0.795132	0.79679	0.795762	0.795934	0.795239	0.796934	0.795553	0.794776	0.796822	0.794701	0.795279	0.794812	0.795853	0.796621	0.795623	0.796187	0.795196	0.779815	0.784328	0.786061	0.781429	0.782584	0.781957	0.782808	0.783797	0.78131	0.788895	0.77948	0.784148	0.782281	0.793068	0.780546	0.779395	0.798662	0.796121	0.795199	0.795617	0.784772	0.784846	0.784038	0.78452	0.784439	0.784326	0.78391	0.787716	0.785782	0.786329	0.785357	0.786097	0.786234	0.788588	0.789677	0.786588	0.790794	0.783933	0.785388	0.78422	0.780064	0.78076	0.780911	0.781136	0.783459	0.78125	0.785679	0.781285	0.780651	0.780618	0.784231	0.782306	0.79941	0.783976	0.782473	0.782442	0.785106	0.784128	0.784754	0.783579	0.784369	0.789545	0.783444	0.782263	0.78308	0.781467	0.785619	0.78466	0.785523	0.784435	0.784758	0.784301	0.79156	0.783499	0.783645	0.784125	0.785673	0.784916	0.784207	0.784667	0.783513	0.784744	0.784205	0.791933	0.79462	0.793353	0.793083
P_802	0.773282	0.840878	0.84282	0.837287	0.839196	0.873239	0.870616	0.870461	0.899138	0.90046	0.899271	0.899923	0.898351	0.914629	0.914503	0.915187	0.936275	0.938887	0.935024	0.938398	0.939507	0.939061	0.938992	0.938699	0.938004	0.938191	0.956954	0.973849	0.97396	0.976096	0.975954	0.982092	0.999928	0.999953	0.999965	0.999918	0.999967	1	0.96657	0.965434	0.965881	0.965583	0.966334	0.968833	0.972267	0.970984	0.972609	0.797841	0.795191	0.794358	0.794133	0.803649	0.794662	0.795645	0.795357	0.795571	0.798162	0.79604	0.79526	0.794759	0.799958	0.796092	0.798804	0.79972	0.793985	0.794526	0.795145	0.794986	0.796455	0.795409	0.796873	0.796287	0.796898	0.79912	0.800839	0.797164	0.795747	0.797479	0.796146	0.796225	0.797054	0.794466	0.794263	0.795111	0.795898	0.79475	0.796863	0.799332	0.797569	0.79594	0.797353	0.797244	0.797658	0.799223	0.797827	0.798834	0.797392	0.797998	0.800915	0.797367	0.797793	0.798963	0.798512	0.796353	0.798134	0.794944	0.795705	0.794719	0.794366	0.792128	0.792399	0.793721	0.793345	0.793117	0.794213	0.79449	0.799952	0.800468	0.79483	0.796176	0.796586	0.796071	0.795513	0.798796	0.798115	0.79654	0.796178	0.799083	0.79592	0.79631	0.795703	0.795962	0.7959	0.796759	0.796536	0.79685	0.795666	0.79613	0.795154	0.795446	0.796838	0.794829	0.795511	0.795657	0.795215	0.796573	0.79644	0.796117	0.795091	0.779784	0.784491	0.785848	0.781488	0.783433	0.781734	0.783014	0.783518	0.781323	0.789427	0.780106	0.784323	0.783343	0.792229	0.781813	0.779383	0.79794	0.79499	0.794062	0.794396	0.783967	0.785791	0.784456	0.784414	0.78485	0.784476	0.784261	0.787371	0.784609	0.785402	0.784463	0.785726	0.785027	0.787404	0.787979	0.785054	0.78986	0.784	0.785979	0.784805	0.782879	0.783105	0.780504	0.779946	0.782308	0.780406	0.784816	0.782085	0.781788	0.781168	0.783265	0.781715	0.798502	0.784665	0.783898	0.784023	0.784541	0.78355	0.7842	0.783616	0.784043	0.788922	0.783142	0.782102	0.783046	0.781618	0.786077	0.784846	0.785177	0.784681	0.784651	0.784562	0.791097	0.782542	0.782209	0.782508	0.784681	0.78418	0.784119	0.784188	0.78292	0.783385	0.782958	0.791854	0.793848	0.791911	0.791964
P_D15MCD2	0.775881	0.836823	0.838118	0.835005	0.83637	0.872456	0.872454	0.872562	0.895448	0.896776	0.897077	0.897505	0.896814	0.915244	0.916019	0.913086	0.936702	0.935859	0.931482	0.938337	0.939504	0.939082	0.938578	0.938606	0.937658	0.937895	0.955412	0.963644	0.963227	0.962673	0.962825	0.963812	0.965904	0.966469	0.966262	0.966465	0.96637	0.96638	1	0.986591	0.987721	0.985492	0.985814	0.974855	0.96861	0.967621	0.96792	0.79658	0.798827	0.79888	0.795696	0.796528	0.795953	0.795158	0.795998	0.795597	0.79595	0.796316	0.796514	0.795304	0.798719	0.794618	0.79534	0.793812	0.795172	0.795379	0.794765	0.795154	0.796657	0.795864	0.796475	0.798783	0.800384	0.794513	0.797717	0.793837	0.794436	0.795811	0.799202	0.798721	0.799852	0.798396	0.798058	0.794707	0.799379	0.794029	0.793543	0.799122	0.796005	0.795589	0.794815	0.797158	0.796637	0.798428	0.795922	0.798912	0.796643	0.796971	0.796397	0.79915	0.796049	0.802387	0.797517	0.796374	0.797675	0.797367	0.796146	0.793784	0.793852	0.793569	0.796638	0.793332	0.792445	0.792741	0.795116	0.794575	0.795042	0.794344	0.797742	0.79665	0.800431	0.796913	0.796438	0.79595	0.795865	0.795657	0.796181	0.796804	0.796665	0.797135	0.79628	0.795416	0.797716	0.796511	0.794916	0.796104	0.797718	0.794978	0.793795	0.794924	0.795753	0.794761	0.79457	0.794544	0.794922	0.795522	0.799445	0.796473	0.795146	0.783015	0.789801	0.786159	0.788137	0.783263	0.782858	0.78172	0.786162	0.784673	0.784294	0.785612	0.782947	0.789765	0.782853	0.784009	0.782232	0.782039	0.783341	0.782943	0.78344	0.788855	0.789834	0.782646	0.784465	0.785618	0.78504	0.785179	0.792352	0.791002	0.790886	0.786277	0.786924	0.787113	0.79264	0.791973	0.788288	0.786697	0.784191	0.782225	0.78543	0.781919	0.78321	0.784583	0.783784	0.790422	0.782351	0.789536	0.784762	0.78516	0.783772	0.784101	0.783085	0.784417	0.793593	0.794863	0.793671	0.78574	0.784265	0.782925	0.785239	0.789241	0.789495	0.785138	0.785808	0.785702	0.784559	0.792586	0.790455	0.787797	0.788634	0.786517	0.786556	0.786103	0.785729	0.785801	0.786449	0.784902	0.784996	0.789688	0.785321	0.784598	0.790507	0.785521	0.784753	0.785215	0.785163	0.784708
P_shioyasakiensis_M1400201	0.774931	0.842243	0.844064	0.836763	0.83712	0.873097	0.872204	0.872443	0.896447	0.899543	0.898079	0.898063	0.897234	0.914549	0.915361	0.914592	0.936252	0.936088	0.932673	0.938571	0.940071	0.93959	0.939339	0.939184	0.939565	0.938948	0.955909	0.962904	0.963096	0.963509	0.963309	0.963661	0.965527	0.965725	0.965751	0.965689	0.965672	0.96551	0.987976	1	0.985101	0.98498	0.984049	0.974781	0.96853	0.967934	0.967798	0.798341	0.798265	0.79901	0.798269	0.806612	0.798271	0.797018	0.797787	0.797248	0.79846	0.797436	0.798447	0.798531	0.80049	0.796307	0.79839	0.79703	0.795664	0.79711	0.796753	0.79785	0.797301	0.797478	0.798103	0.797678	0.798422	0.797899	0.799426	0.798623	0.79805	0.798121	0.797268	0.798459	0.7989	0.798026	0.798082	0.797087	0.798901	0.795094	0.796081	0.797501	0.796993	0.797686	0.797494	0.798348	0.797624	0.798748	0.798421	0.799812	0.798288	0.799023	0.799884	0.799428	0.796795	0.799511	0.797793	0.795854	0.796971	0.795036	0.793974	0.793019	0.793168	0.793161	0.79426	0.794069	0.793976	0.793729	0.795525	0.795263	0.797642	0.797669	0.79638	0.797848	0.796213	0.796075	0.79598	0.796647	0.796453	0.796468	0.796505	0.797868	0.797186	0.796926	0.796704	0.795027	0.798478	0.796744	0.795082	0.796322	0.796664	0.795314	0.795876	0.794411	0.795106	0.795128	0.795445	0.795658	0.797099	0.797662	0.795986	0.796727	0.796154	0.780617	0.787589	0.78527	0.784428	0.783767	0.780995	0.783188	0.786997	0.785946	0.789324	0.786218	0.782105	0.786287	0.786731	0.785232	0.785796	0.789402	0.791283	0.790919	0.79103	0.785906	0.787255	0.783393	0.784568	0.784921	0.784818	0.78635	0.789375	0.790725	0.791114	0.784813	0.785879	0.786815	0.788013	0.788133	0.787035	0.787775	0.786938	0.785904	0.785809	0.784803	0.787269	0.787395	0.787941	0.78592	0.786514	0.785908	0.789531	0.788856	0.786053	0.783052	0.78414	0.789908	0.78589	0.785013	0.784554	0.787199	0.785775	0.784464	0.785773	0.785898	0.786117	0.785883	0.786422	0.785637	0.784393	0.788624	0.78854	0.786792	0.787838	0.787165	0.785862	0.788998	0.785253	0.78558	0.786244	0.786227	0.785349	0.786825	0.78572	0.786318	0.786607	0.784629	0.787541	0.787464	0.787924	0.787045
P_126	0.774607	0.842233	0.84037	0.837706	0.837618	0.871711	0.870473	0.870419	0.896623	0.898747	0.897255	0.89887	0.896458	0.915496	0.916059	0.915313	0.935115	0.934702	0.93154	0.937906	0.939251	0.939193	0.939982	0.939212	0.937112	0.93756	0.955789	0.962208	0.961812	0.963252	0.963175	0.964542	0.965891	0.966234	0.96592	0.96572	0.965513	0.965933	0.98744	0.984562	1	0.987417	0.98679	0.974499	0.968234	0.967695	0.967748	0.798988	0.797243	0.797982	0.798226	0.79962	0.795499	0.795758	0.795699	0.794932	0.797191	0.795607	0.795883	0.795513	0.797454	0.796406	0.798398	0.798067	0.795472	0.7957	0.794806	0.796099	0.801774	0.801942	0.801979	0.801427	0.803405	0.79966	0.79938	0.802734	0.799483	0.799321	0.794258	0.794133	0.794203	0.795651	0.795275	0.795925	0.796572	0.794202	0.795263	0.797367	0.80068	0.79671	0.797522	0.798589	0.79745	0.798075	0.796512	0.798773	0.796676	0.797931	0.799087	0.799116	0.797207	0.797404	0.796039	0.796603	0.796488	0.793948	0.795512	0.792917	0.795616	0.792622	0.792721	0.793259	0.792203	0.7927	0.794769	0.794526	0.795981	0.796101	0.795609	0.795581	0.795826	0.796573	0.795942	0.797878	0.797417	0.794564	0.795855	0.798347	0.796113	0.796323	0.796089	0.79584	0.796586	0.795618	0.795289	0.795658	0.796066	0.793879	0.794807	0.794569	0.795135	0.793521	0.793614	0.794616	0.795779	0.797815	0.796457	0.795944	0.795371	0.778238	0.78304	0.783449	0.783007	0.781741	0.780067	0.781544	0.781571	0.780855	0.791272	0.781903	0.782742	0.782333	0.787941	0.782441	0.782289	0.791213	0.792377	0.791097	0.791298	0.782713	0.784526	0.78473	0.784442	0.785812	0.784167	0.784917	0.78737	0.788464	0.788246	0.787223	0.785744	0.786414	0.787728	0.787903	0.785969	0.790652	0.784821	0.782648	0.784749	0.782262	0.783464	0.782089	0.782831	0.782781	0.780215	0.781748	0.783169	0.782898	0.782389	0.782312	0.781639	0.788664	0.78366	0.782619	0.78211	0.785217	0.78491	0.784422	0.784537	0.784926	0.787489	0.785237	0.785625	0.786654	0.784021	0.784361	0.78532	0.784863	0.785734	0.784471	0.785358	0.789818	0.783231	0.784105	0.786222	0.782758	0.78345	0.783926	0.78348	0.784257	0.785002	0.783677	0.787218	0.788392	0.787728	0.78788
P_P18	0.776362	0.83736	0.83807	0.837302	0.836615	0.872102	0.871042	0.871102	0.895535	0.896675	0.896634	0.89567	0.895226	0.913882	0.914709	0.91389	0.935693	0.935066	0.931121	0.937508	0.937543	0.937749	0.937818	0.937054	0.938031	0.937957	0.955791	0.963258	0.963465	0.963084	0.963219	0.96383	0.965632	0.965999	0.965824	0.965948	0.966081	0.966209	0.986364	0.984521	0.988249	1	0.988676	0.974694	0.967296	0.966629	0.967801	0.795399	0.797564	0.797966	0.796587	0.796483	0.795471	0.795149	0.795709	0.796226	0.796157	0.795606	0.796831	0.795555	0.79654	0.795962	0.796671	0.796167	0.795913	0.796064	0.795156	0.795537	0.796433	0.794769	0.797064	0.795851	0.797355	0.79497	0.796456	0.796484	0.795759	0.796509	0.797499	0.79758	0.797628	0.797041	0.796699	0.795767	0.79814	0.794424	0.793812	0.79499	0.795659	0.796349	0.798505	0.796916	0.797238	0.797571	0.797885	0.79783	0.797168	0.797469	0.796845	0.797142	0.795149	0.797646	0.797664	0.794276	0.795547	0.793984	0.794163	0.793561	0.794695	0.791738	0.792685	0.79368	0.792343	0.792689	0.792618	0.79294	0.794576	0.793994	0.796237	0.795522	0.795379	0.796599	0.795094	0.794845	0.795105	0.793891	0.794738	0.795316	0.795445	0.795158	0.795743	0.794897	0.796019	0.796099	0.794447	0.795699	0.796947	0.793636	0.794495	0.794142	0.79488	0.794943	0.794209	0.795022	0.795045	0.794909	0.7975	0.797105	0.796894	0.780967	0.785209	0.784817	0.784324	0.783844	0.781014	0.782112	0.782622	0.783203	0.783496	0.783089	0.783778	0.78405	0.781643	0.78414	0.782	0.783354	0.78337	0.783388	0.783269	0.784513	0.788608	0.782977	0.784042	0.782947	0.786085	0.785232	0.788281	0.787973	0.788271	0.784327	0.783537	0.784693	0.786332	0.786552	0.785872	0.785731	0.785239	0.783187	0.785172	0.782506	0.784191	0.782922	0.783089	0.786307	0.781492	0.785506	0.786065	0.786545	0.782773	0.784751	0.782665	0.784337	0.784879	0.784827	0.785128	0.785901	0.784703	0.783982	0.784035	0.785577	0.784693	0.783109	0.786106	0.784875	0.783063	0.78831	0.786563	0.786962	0.787288	0.785441	0.787167	0.787031	0.784382	0.784752	0.784011	0.784335	0.784024	0.782898	0.783688	0.782128	0.78513	0.783371	0.785041	0.785419	0.784491	0.784952
P_shioyasakiensis_LC2	0.77487	0.8417	0.842818	0.837785	0.838109	0.872952	0.871449	0.87143	0.896175	0.900577	0.897457	0.900473	0.897602	0.915151	0.915429	0.914485	0.93598	0.935236	0.931817	0.938119	0.939242	0.939018	0.941076	0.939925	0.939197	0.938843	0.956178	0.962575	0.962414	0.96457	0.964641	0.964079	0.96591	0.966293	0.96646	0.966467	0.966506	0.966609	0.985902	0.983549	0.987164	0.988435	1	0.97382	0.967234	0.967666	0.967009	0.797989	0.796958	0.797404	0.79739	0.803098	0.796183	0.795603	0.796733	0.797169	0.798865	0.797714	0.797836	0.796994	0.798183	0.796362	0.799394	0.798306	0.795933	0.796333	0.796257	0.796888	0.800125	0.800314	0.80199	0.799218	0.801002	0.797908	0.798102	0.800398	0.799551	0.800398	0.795611	0.794844	0.795037	0.797045	0.796973	0.797088	0.795256	0.79449	0.794471	0.7974	0.801745	0.796279	0.797829	0.798364	0.797363	0.799169	0.797506	0.798509	0.796234	0.79677	0.802107	0.798676	0.796146	0.79772	0.797957	0.79668	0.798569	0.794309	0.796069	0.79334	0.79362	0.792941	0.793645	0.793507	0.793991	0.793671	0.793938	0.793875	0.79717	0.795999	0.79523	0.797429	0.797227	0.797841	0.795902	0.798754	0.798308	0.79711	0.796074	0.798116	0.796481	0.795733	0.796291	0.795763	0.796068	0.795099	0.794497	0.796334	0.796255	0.794867	0.795133	0.794113	0.795246	0.79488	0.794527	0.795642	0.796284	0.796867	0.79731	0.795982	0.794983	0.778412	0.783024	0.784528	0.781806	0.783812	0.7807	0.782052	0.782287	0.783034	0.791498	0.782579	0.781862	0.782216	0.789248	0.780611	0.779919	0.790646	0.790096	0.789975	0.789451	0.783484	0.785459	0.785454	0.785866	0.785938	0.786642	0.784958	0.787257	0.787367	0.787933	0.785104	0.785206	0.787751	0.788803	0.788303	0.785367	0.788806	0.78429	0.784905	0.785366	0.784811	0.784787	0.783367	0.782268	0.783356	0.780486	0.781423	0.785845	0.784287	0.783148	0.78315	0.781787	0.787833	0.781946	0.78346	0.783121	0.786241	0.784463	0.784349	0.786747	0.78595	0.787164	0.784569	0.787962	0.787368	0.78432	0.7878	0.787354	0.787169	0.786993	0.787062	0.786837	0.796248	0.784642	0.785405	0.786824	0.783844	0.785754	0.786895	0.789098	0.785294	0.786576	0.784762	0.789378	0.791514	0.79036	0.79185
P_SCSIO43088	0.776701	0.839364	0.839171	0.836949	0.837092	0.873414	0.872185	0.87224	0.897832	0.899338	0.900286	0.897123	0.897493	0.915592	0.915767	0.913693	0.93701	0.937729	0.932044	0.938564	0.939691	0.940282	0.939445	0.939671	0.938814	0.939283	0.95589	0.963102	0.96312	0.965008	0.965147	0.966082	0.968216	0.968329	0.968742	0.968548	0.968377	0.968525	0.974817	0.97374	0.975388	0.974589	0.973911	1	0.97581	0.97802	0.975865	0.796056	0.798504	0.797401	0.796433	0.796912	0.795679	0.79561	0.795432	0.795866	0.795984	0.79621	0.796982	0.795708	0.798981	0.796535	0.797259	0.801888	0.794625	0.796088	0.796331	0.795947	0.801695	0.800747	0.80082	0.804026	0.804692	0.796988	0.799972	0.799815	0.797691	0.797949	0.798272	0.797526	0.797802	0.797996	0.798246	0.794543	0.799097	0.79758	0.796164	0.802497	0.801203	0.796872	0.798906	0.798966	0.798561	0.801953	0.800801	0.800869	0.800348	0.800415	0.799695	0.802694	0.799062	0.803937	0.801061	0.795214	0.797883	0.798618	0.796443	0.794397	0.793769	0.795952	0.795751	0.793797	0.793355	0.793469	0.794393	0.794355	0.799086	0.799098	0.795675	0.798452	0.799223	0.797938	0.796172	0.797428	0.796274	0.798411	0.798146	0.797651	0.799066	0.798626	0.797524	0.797454	0.797421	0.798306	0.797965	0.797903	0.796008	0.796321	0.798415	0.797505	0.797526	0.796457	0.797522	0.797954	0.7959	0.795623	0.798591	0.797355	0.795702	0.78546	0.789886	0.790157	0.788807	0.784946	0.781614	0.782772	0.790516	0.782406	0.780838	0.785425	0.781901	0.786271	0.784704	0.781322	0.780025	0.781075	0.783632	0.782951	0.78291	0.787921	0.791647	0.785187	0.786471	0.785755	0.786293	0.785817	0.792002	0.788636	0.789857	0.785279	0.786199	0.786964	0.790263	0.789324	0.78724	0.787177	0.786595	0.785232	0.783058	0.784361	0.784828	0.783227	0.784197	0.785982	0.784213	0.788403	0.782952	0.782598	0.783753	0.78373	0.782025	0.783307	0.804662	0.789724	0.788337	0.786213	0.783633	0.783426	0.784808	0.792405	0.787567	0.782577	0.784415	0.784484	0.78242	0.790238	0.788954	0.784998	0.787656	0.784612	0.78365	0.787961	0.784755	0.78224	0.794912	0.783563	0.786518	0.802101	0.785989	0.795113	0.801393	0.783126	0.784822	0.78419	0.784347	0.784202
